ID	word	pos	lemma	hyperlemma	sahidic_word	tla	CDO	crum_cs_lemmatization_match	crum_cs_pos_match	crum_no_sahidic	sahidic_in_cs	score	freq	page	marcion	lemma_error	pos_error	notes
513	ⲫⲱϣ	V	ⲫⲱϣ	ⲡⲱϣ	ⲡⲱϣ	C2949	divide, be separate	1	1	1	1	1	12	277a	(intransitive) divide, be separate (διαιρεισθαι, κλασθαι, διαμεριζεσθαι, σχιζεσθαι) (transitive) divide (μεριζειν)			
514	ⲥⲟⲡ	V	ⲥⲱⲡ	ⲥⲱⲡ	ⲥⲉⲡ	C3673,C3672,C3670,C3669	kohl-stick (for applying k. to eyes); dipped, moistend food; dip, soak; eyelid	1	1	1	0	0.75	12	351a	(intransitive) (once) dip, soak (βαπτειν) (transitive) (βαπτειν, εμβαπτειν, επισταζειν) as noun m, dipped, moistened food &c			
515	ⲱⲛϧ	V	ⲱⲛϧ	ⲱⲛϩ	ⲱⲛϩ	C5508	live	1	1	1	1	1	12	525a	(intransitive) live (ζην, ζωοποιειν) (transitive)			
516	ⲉⲣϣⲫⲏⲣⲓ	V	ⲉⲣϣⲫⲏⲣⲓ	ⲣϣⲡⲏⲣⲉ	ⲣϣⲡⲏⲣⲉ	C6009	to be amazed	0	0	0	0	0	12	_	_			
520	ⲟϣ	VSTAT	ⲁϣⲁⲓ	ⲁϣⲁⲓ	ⲟϣ	C255	to multiply, become many	0	1	1	1	0.75	12	533a	cry, announce, sound ― intr: (ηχειν, βοαν, κραζειν) ― tr: (βοαν, καλειν) read S,A,sA,B,F ― intr: (αναγινωσκειν) ― tr: (αναγινωσκειν) promise, vow B ― intr: (ευχεσθαι, επαγγελεσθαι) ― tr: (ευχεσθαι, επαγγελεσθαι, ομολογειν) expect S (νομιζειν)			
521	ϩⲏⲇⲏ	ADV	ϩⲏⲇⲏ	ⲏⲇⲏ	ⲏⲇⲏ	C9123	already (Gk.)	0	0	0	0	0	11	_	_			
522	ⲛⲛⲉ	ANEGOPT	ⲛⲛⲉ	ⲛⲛⲉ	ⲛⲛⲉ	C2504	prefix of neg. 3rd future	1	1	1	1	1	11	228a	pref neg 3 fut (ουκ) ― vetitive ― final			
525	ⲥⲃⲱ	N	ⲥⲃⲱ	ⲥⲃⲱ	ⲥⲃⲱ	C3314	doctrine, teaching	0	0	0	0	0	11	_	_			
526	ⲉⲑⲛⲟⲥ	N	ⲉⲑⲛⲟⲥ	ϩⲉⲑⲛⲟⲥ	ϩⲉⲑⲛⲟⲥ	C11079	nation	0	0	0	0	0	11	_	_			
527	ⲟⲩⲱⲛϩ	N	ⲟⲩⲱⲛϩ	ⲟⲩⲱⲛϩ	ⲟⲩⲱⲛϩ	C5088	revelation	0	0	0	0	0	11	_	_			
528	ⲁⲑⲛⲁϩϯ	N	ⲁⲑⲛⲁϩϯ	ⲁⲧⲛⲁϩⲧⲉ	ⲁⲧⲛⲁϩⲧⲉ	C2680	unbelieving	0	0	0	0	0	11	_	_			
529	ϣⲁϥⲉ	N	ϣⲁϥⲉ	ϣⲁϥⲉ	ϣⲁϥⲉ	C6191	desert	0	0	0	0	0	11	_	_			
530	ⲕⲁϯ	N	ⲕⲁϯ	ⲕⲁϯ	_	C1395	knowledge	0	0	0	0	0	11	_	_			verify; unique Bo word?
532	ϩⲟⲛϩⲉⲛ	N	ϩⲟⲛϩⲉⲛ	ϩⲟⲛϩⲉⲛ	_	C6730	commandment	0	0	0	0	0	11	_	_			verify; unique Bo word? Cf. Sa ϩⲱⲛ C6689
533	ⲙⲡⲉⲣ	NEG	ⲙⲡⲉⲣ	ⲙⲡⲣ	ⲙⲡⲣ	C1979	pref. neg.	0	0	0	0	0	11	_	_			
535	ⲕⲁϯ	V	ⲕⲁϯ	ⲕⲁϯ	ⲕⲁϯ	C1394	to know, understand	1	1	0	0	0.5	11	123a	(intransitive) know, understand (συνιεναι, νοειν) ― with ϫⲉ- ― with ⲉ- (transitive) (obj with ⲛ-, prob erroneous)			
536	ⲛⲕⲟⲧ	V	ⲉⲛⲕⲟⲧ	ⲛⲕⲟⲧⲕ	ⲛⲕⲟⲧⲕ	C2458	sleep	1	1	1	1	1	11	224a	(intransitive) ― sleep (υπνουν, καθευδειν, κοιμασθαι) ― lie down (κοιμασθαι, κατακεισθαι) ― die (κοιμασθαι)			
537	ⲟⲩⲱⲛϩ	V	ⲟⲩⲱⲛϩ	ⲟⲩⲱⲛϩ	ⲟⲩⲱⲛϩ	C5087,C5088	revelation, declaration; reveal, be revealed, appear	1	1	1	1	1	11	486a	(intransitive) (mostly B), reveal, be revealed, appear (φαινειν, φανερος ειναι) (transitive) show, make clear (φαινειν, γνωριζειν, ομολογειν, παρρησιαζειν, δεικνυναι)			
538	ϩⲟⲛϩⲉⲛ	V	ϩⲟⲛϩⲉⲛ	ϩⲟⲛϩⲉⲛ	_	C6729	to command	1	1	0	0	0.5	11	693a	(intransitive) bid (εντελλεσθαι, επιτασσειν) (transitive)			verify; unique Bo word? Cf. Sa ϩⲱⲛ C6688
540	ⲥⲃⲱ	V	ⲥⲃⲱ	ⲥⲃⲟ	ⲥⲃⲟ	C3313	to learn, teach	0	0	0	0	0	11	_	_			
541	ⲉⲣⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ	V	ⲉⲣⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ	ⲉⲣⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ	X	MISSING		0	0	0	0	0	11	_	_			verify; unique Bo word?
542	ⲛⲕⲟⲧ	V	ⲛⲕⲟⲧ	ⲛⲕⲟⲧⲕ	ⲛⲕⲟⲧⲕ	C2458	to sleep	0	0	0	0	0	11	_	_			
544	ϣⲁⲣⲉ	AAOR	ϣⲁⲣⲉ	ϣⲁⲣⲉ	ϣⲁⲣⲉ	C6025	(habit, continuance)	1	1	1	1	1	10	583a	pref aorist (habit, continuance), opp ⲙⲉⲣⲉ- as fut S + rel ⲉ- + ⲛ-, as last or = if, when + ⲛⲉ- past aor			
545	ⲁϥϣⲁⲛ	ACOND_PPERS	ⲁⲣⲉϣⲁⲛ_ⲛⲑⲟϥ	ⲉⲣϣⲁⲛ_ⲛⲧⲟϥ	ⲉϥϣⲁⲛ	C6025_C2572		0	0	0	0	0	10	_	_			
546	ⲃⲱⲕ	N	ⲃⲱⲕ	ⲃⲱⲕ	_	C391	servant, slave	1	1	0	0	0.5	10	30a	servant, slave (δουλος, οικετης)			verify; unique Bo word? But Sa has pl ⲃⲁⲓⲁⲓⲕ
547	ⲉⲣⲏⲟⲩ	N	ⲉⲣⲏⲟⲩ	ⲉⲣⲏⲩ	ⲉⲣⲏⲩ	C715,C714	fellow, companion	1	1	1	1	1	10	59a	mostly with poss pref & agreeing in gender & mostly number with subj of clause, fellow, companion, hence expressing reciprocity each other, together, mutually &c (πλησιον, ετερος, αλληλων)			
548	ⲙⲏⲓⲛⲓ	N	ⲙⲏⲓⲛⲓ	ⲙⲁⲉⲓⲛ	ⲙⲁⲉⲓⲛ	C1904	sign, mark	1	1	1	1	1	10	170b	sign, mark (σημειον)			
549	ⲙϩⲁⲩ	N	ⲙϩⲁⲩ	ⲙϩⲁⲁⲩ	ⲙϩⲁⲁⲩ	C2325	tomb, cavern	1	1	1	1	1	10	212b	tomb, cavern (μνημα, μνημειον, ταφος, σπηλαιον)			
550	ⲱⲛⲓ	N	ⲱⲛⲓ	ⲱⲛⲉ	ⲱⲛⲉ	C5495,C5496	stone	1	1	1	1	1	10	524a	stone (λιθος, πετρα) as measure as adj (λιθινος, λιθουργικος)			
551	ϫⲟⲓ	N	ϫⲟⲓ	ϫⲟⲓ	ϫⲟⲓ	C7087	ship, boat	1	1	1	1	1	10	754a	ship, boat (πλοιον, ναυς)			
552	ϣⲟⲩϣⲟⲩ	N	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ	C6162,C6162	boast, pride	0	0	0	0	0	10	_	_			
553	ϣⲉⲡϩⲙⲟⲧ	N	ϣⲉⲡϩⲙⲟⲧ	ϣⲡϩⲙⲟⲧ	ϣⲡϩⲙⲟⲧ	C6657		0	0	0	0	0	10	_	_			
554	ϫⲉⲙϩⲏⲟⲩ	N	ϫⲉⲙϩⲏⲟⲩ	ϭⲛϩⲏⲩ	ϭⲛϩⲏⲩ	C6964	to gain, find profit	0	0	0	0	0	10	_	_			
555	ϣⲱⲛⲓ	N	ϣⲱⲛⲓ	ϣⲱⲛⲉ	ϣⲱⲛⲉ	C5936,C5937		0	0	0	0	0	10	_	_			
556	ϩⲃⲱⲥ	N	ϩⲃⲱⲥ	ϩⲃⲟⲟⲥ	ϩⲃⲟⲟⲥ	C6462,C6463,C6464	garment	0	0	0	0	0	10	_	_			
558	ⲧⲉⲥ	PPOS	ⲡⲉⲥ	ⲡⲉⲥ	ⲧⲉⲥ	MISSING		0	0	1	1	0.5	10	433b	(intransitive) ― become, be hard, stiff, dry (πηγνυναι, ξηραινειν) ― be firm, implanted, fixed (transitive) fix			
559	ⲓⲛⲓ	V	ⲓⲛⲓ	ⲉⲓⲛⲉ	ⲉⲓⲛⲉ	C905	to bring, bear	1	0	1	1	0.75	10	81a	thumb great toe			
560	ⲧⲱⲟⲩⲛ	V	ⲧⲱⲟⲩⲛ	ⲧⲱⲟⲩⲛ	ⲧⲱⲟⲩⲛ	C4674,C4675	arise	1	1	1	1	1	10	445a	(intransitive) arise (ανισταναι, εγειρειν, αιρειν) (transitive) raise, carry (απαιρειν)			
561	ⲟⲩⲟⲙ	V	ⲟⲩⲱⲙ	ⲟⲩⲱⲙ	ⲟⲩⲟⲙ	C5003	eat, bite	1	1	1	1	1	10	478a	(intransitive) eat, bite (εσθιειν, βιβρωσκειν, τρωγειν) (transitive) ― (εσθιειν, βιβρωσκειν, δακνειν, θηλαζειν) ― swallow, submit to S c ϩⲏⲧ S,B, repent (μετανοειν) p c, eater			
562	ϣⲱⲛⲓ	V	ϣⲱⲛⲓ	ϣⲱⲛⲉ	ϣⲱⲛⲉ	C5936,C5937	be sick, weak	1	1	1	1	1	10	570b	(intransitive) be sick, weak (ασθενειν, νοσειν)			
563	ϣⲟⲩϣⲟⲩ	V	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ	C6162,C6161	boast, pride oneself; boast, pride	1	1	1	1	1	10	604a	(intransitive) B, boast (καυχασθαι, επαινεσθαι) tr (refl): pride oneself			
564	ϫⲉⲙ	V	ϫⲓⲙⲓ	ϭⲓⲛⲉ	ϭⲛⲧ	C7750	find	1	1	1	1	1	10	820a	(intransitive) find (ευρισκειν) (transitive) (ευρισκειν, συμβαινειν, προσπιπτειν, τυγχανειν)			
564	ϫⲉⲙ	V	ϫⲓⲙⲓ	ϭⲓⲛⲉ	ϭⲛ	C7750	find	1	1	1	1	1	10	820a	(intransitive) find (ευρισκειν) (transitive) (ευρισκειν, συμβαινειν, προσπιπτειν, τυγχανειν)			
564	ϫⲉⲙ	V	ϫⲓⲙⲓ	ϭⲓⲛⲉ	ϭⲙ	C7750	find	1	1	1	1	1	10	820a	(intransitive) find (ευρισκειν) (transitive) (ευρισκειν, συμβαινειν, προσπιπτειν, τυγχανειν)			
565	ϣⲉⲡϩⲙⲟⲧ	V	ϣⲉⲡϩⲙⲟⲧ	ϣⲡϩⲙⲟⲧ	ϣⲡϩⲙⲟⲧ	C6657	to give thanks	0	0	0	0	0	10	_	_			
566	ⲉⲣⲉⲧⲓⲛ	V	ⲉⲣⲉⲧⲓⲛ	ⲉⲣⲉⲧⲓⲛ	_	x		0	0	0	0	0	10	_	_			verify; unique Bo word (Gk)?
567	ϫⲉⲙϫⲟⲙ	V	ϫⲉⲙϫⲟⲙ	ϭⲙϭⲟⲙ	ϭⲙϭⲟⲙ	C7721	to be able, find strength	0	0	0	0	0	10	_	_			
568	ϫⲉⲙϩⲏⲟⲩ	V	ϫⲉⲙϩⲏⲟⲩ	ϭⲛϩⲏⲩ	ϭⲛϩⲏⲩ	C6964	to gain, find profit	0	0	0	0	0	10	_	_			
569	ϩⲟⲧⲉ	CONJ	ϩⲟⲧⲉ	ϩⲟⲧⲉ	ϩⲟⲧⲉ	C6911,C11183	beyond, more than	1	0	0	0	0.25	9	722a	with preceding ⲉ-, prep, beyond, more than (υπερ) c following ⲉ- when			
570	ⲃⲉⲣⲓ	N	ⲃⲉⲣⲓ	ⲃⲣⲣⲉ	ⲃⲣⲣⲉ	C517,C516	new, young; new thing	1	1	1	1	1	9	43a	adj, new, young (καινος, νεος) as noun, new thing			
571	ⲙⲏⲣ	N	ⲙⲏⲣ	ⲙⲏⲣ	ⲙⲏⲣ	C1990	shore (of river), opposite shore	1	1	1	1	1	9	180a	shore of river, esp opposite shore ― with ⲉ- as prep, to the other side ― with ϩⲓ-, on, at other side ― as nn, on further side			
572	ⲙⲁϣϫ	N	ⲙⲁϣϫ	ⲙⲁⲁϫⲉ	ⲙⲁⲁϫⲉ	C2328,C2330	ear	1	1	1	1	1	9	212b	ear (ους, ωτιον) as handle of basket			
573	ⲟⲩⲛⲟⲩ	N	ⲟⲩⲛⲟⲩ	ⲟⲩⲛⲟⲩ	ⲟⲩⲛⲟⲩ	C5040	hour	1	1	1	1	1	9	484b	hour (ωρα, καιρος)			
574	ϣⲱⲓ	N	ϣⲱⲓ	ϣⲱⲓ	ϣⲱⲓ	C5740,C5738	what is high/above	1	1	0	0	0.5	9	550b	genital organs (?)			
575	ϣⲫⲏⲣ	N	ϣⲫⲏⲣ	ϣⲃⲏⲣ	ϣⲃⲏⲣ	C5764	friend, comrade	1	1	1	1	1	9	553a	friend, comrade (φιλος, πλησιον)			
576	ϣⲱⲧ	N	ϣⲱⲧ	ϣⲱⲧ	ϣⲱⲧ	C6083,C6084	meaning unknown; trader, merchant	1	1	1	0	0.75	9	590a	trader, merchant (εμπορος)			
577	ⲙⲟⲕⲙⲉⲕ	N	ⲙⲟⲕⲙⲉⲕ	ⲙⲟⲕⲙⲉⲕ	ⲙⲟⲕⲙⲉⲕ	C1843	thought, reason	0	0	0	0	0	9	_	_			
578	ϫⲱⲕ	N	ϫⲱⲕ	ϫⲱⲕ	ϫⲱⲕ	C7119,C7120	completion, end	0	0	0	0	0	9	_	_			
579	ⲥϣⲉ	N	ⲥϣⲉ	ϣϣⲉ	ϣϣⲉ	C6178	it is fitting, right	0	0	0	0	0	9	_	_			
580	ϫⲉⲟⲩⲁ	N	ϫⲉⲟⲩⲁ	ϫⲓⲟⲩⲁ	ϫⲓⲟⲩⲁ	C4886,C4885	blasphemy	0	0	0	0	0	9	_	_			
584	ⲑⲁⲓ	PDEM	ⲫⲁⲓ	ⲡⲁⲓ	ⲡⲁⲓ	C2800		0	0	0	0	0	9	_	_			verify; unique Bo
585	ⲭ	PPERS	ⲛⲑⲟⲕ	ⲛⲧⲟⲕ	ⲕ	C1036		0	0	0	0	0	9	_	_			
586	ⲛⲧⲁ	PREP	ⲛⲧⲉ	ⲛⲧⲉ	ⲛⲧⲁ	C2532,C2533	indicating possession, ownership; paticle of genitive	1	0	1	1	0.75	9	230a	particle of genitive, used ― for greater precision than ⲛ- ― where preceding word has indefinite article ― between 2 names (persons or places) ― after foregoing gen or after attribute (adj or rel) ― after strong art ⲛⲧⲁ= &c, indicates possession, ownership (esp in B)			
587	ⲉϩⲟⲧⲉ	PREP	ⲉϩⲟⲧⲉ	ⲉϩⲟⲩⲟ	ⲉϩⲟⲩⲟ	C6984	beyond, more than	0	0	0	0	0	9	_	_			
588	ϧⲁⲧⲉⲛ	PREP	ϧⲁⲧⲉⲛ	ϩⲁϩⲧⲛ	ϩⲁϩⲧⲛ	C6883	with, besides	0	0	0	0	0	9	_	_			
589	ⲛⲧⲁ	PREP	ⲛⲧⲉ	ⲛⲧⲉ	ⲛⲧⲁ	C2532,C2533	indicating possession, ownership; paticle of genitive	0	0	0	0	0	9	_	_			
590	ⲛⲉⲙⲏ	PREP	ⲛⲉⲙ	ⲙⲛ	ⲛⲙⲙⲁ	C1901,C1902	with, and	0	0	0	0	0	9	_	_			
591	ⲓⲥ	PTC	ⲓⲥ	ⲉⲓⲥ	ⲉⲓⲥ	C978	behold, lo, here is (used properly before noun)	1	0	1	1	0.75	9	85a	behold, lo, here is, used properly before nn (ιδου)			
592	ⲙⲟⲕⲙⲉⲕ	V	ⲙⲟⲕⲙⲉⲕ	ⲙⲟⲕⲙⲉⲕ	ⲙⲟⲕⲙⲉⲕ	C1842,C1843	think, ponder; thought	1	1	1	1	1	9	162a	(intransitive) think, ponder (λογιζεσθαι, νοεισθαι, ενθυμεισθαι) (transitive) meditate, intend refl (oftenest), consider ― with suff ― with ⲙⲙⲟ=			
593	ⲥⲟⲛϩ	V	ⲥⲱⲛϩ	ⲥⲱⲛϩ	ⲥⲟⲛϩ	C3643	to be bound, fettered	1	1	1	1	1	9	348b	(intransitive) be bound, fettered (πεδασθαι) (transitive) bind (δεειν)			
595	ⲟⲩⲟⲣⲡ	V	ⲟⲩⲱⲣⲡ	ⲟⲩⲱⲣⲡ	ⲟⲩⲱⲣⲡ	C5122	send	1	1	1	1	1	9	489a	(intransitive) send (αποστελλειν) (transitive) (αποστελλειν, εξαποστελλειν, πεμπειν)			
596	ⲟⲩⲉⲧ	V	ⲟⲩⲱϯ	ⲟⲩⲱⲱⲧⲉ	ⲟⲩⲁⲁⲧⲉ	C5194	send, separated (qual.)	1	1	1	1	1	9	495a	send ― intr: ― tr: (εξαποστελλειν, αφιεναι) ― qual: S, separated, choice			
597	ϣⲱⲧ	V	ϣⲓϯ	ϣⲓⲧⲉ	ϣⲓⲧⲉ	C6099	demand, extort	1	1	1	1	1	9	594a	(intransitive) demand, extort (απαιτειν) (transitive) (απαιτειν)			
598	ⲥϣⲉ	V	ⲥϣⲉ	ϣϣⲉ	ϣϣⲉ	C6178	it is fitting, right	1	1	1	1	1	9	607b	impersonal vb, it is fitting, right			
599	ϩⲉⲓ	V	ϩⲉⲓ	ϩⲉ	ϩⲉ	C6354	fall	1	1	1	1	1	9	637a	(intransitive) ― fall (πιπτειν) ― light upon, find (ευρισκειν, τυγχανειν)			
600	ϫⲱⲕ	V	ϫⲱⲕ	ϫⲱⲕ	ϫⲱⲕ	C7119	be completed, full, end (life)	1	1	1	1	1	9	761a	(intransitive) be completed, full, end life (τελεισθαι) (transitive) complete, finish (τελειν)			
601	ϭⲓⲱⲙⲥ	V	ϭⲓⲱⲙⲥ	ϭⲓⲱⲙⲥ	_	C5490,C5489,C5487,C5488		0	0	0	0	0	9	_	_			verify; unique Bo word?
602	ϫⲉⲟⲩⲁ	V	ϫⲉⲟⲩⲁ	ϫⲓⲟⲩⲁ	ϫⲓⲟⲩⲁ	C4885,C4886	to blaspheme	0	0	0	0	0	9	_	_			
603	ⲟⲩⲟⲣⲡ	V	ⲟⲩⲟⲣⲡ	ⲟⲩⲱⲣⲡ	ⲟⲩⲱⲣⲡ	C5122	to send	0	0	0	0	0	9	_	_			
604	ⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ	V	ⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ	ⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ	_	_	to warn, rebuke	0	0	0	0	0	9	_	_			verify; should we use this Sa equivalent? Gk
605	ⲙⲱⲟⲩⲧ	VSTAT	ⲙⲟⲩ	ⲙⲟⲩⲟⲩⲧ	ⲙⲟⲟⲩⲧ	C2192	kill	0	1	1	1	0.75	9	201a	(transitive) kill (κτεινειν, θανατουν, απολλυναι, αναιρειν, νεκρουν) intr (rare):			
606	ⲙⲏⲣ	VSTAT	ⲙⲟⲩⲣ	ⲙⲟⲩⲣ	ⲙⲏⲣ	C1991	bind, gird, tie	1	1	1	1	1	9	180a	(transitive) bind, gird, tie (δειν, δεσμευειν, ζωννυειν) ― c acc of thing bound ― c ⲛ- of that wherewith bound ― c ϩⲛ-, ϧⲉⲛ- sim ― c ⲛ- of that upon, to, in which bound ― c ⲉ- sim ― c ⲉϫⲛ- sim ― c ϩⲛ-, ϧⲉⲛ- of place where bound ― c ⲛⲥⲁ- S, tie behind ― gird with monastic habit ― bind, oblige by oath, adjure (qualitative) bound, girt (intransitive) S, bind			
607	ϩⲱⲟⲩ	VSTAT	ϩⲱⲟⲩ	ϩⲱⲟⲩ	ϩⲱⲟⲩ	C6974,C6973	rain, moisture; rain	1	1	1	1	1	9	732a	(intransitive) rain (βρεχειν, σταζειν)			
608	ⲁⲩϣⲁⲛ	ACOND_PPERS	ⲁⲣⲉϣⲁⲛ_ⲛⲑⲱⲟⲩ	ⲉⲣϣⲁⲛ_ⲛⲧⲟⲟⲩ	ⲉⲣϣⲁⲛ	C6025_C2566		0	0	0	0	0	8	_	_			
609	ⲉⲙⲁϣⲱ	ADV	ⲉⲙⲁϣⲱ	ⲉⲙⲁϣⲟ	ⲉⲙⲁϣⲟ	C2198	very, greatly	0	0	0	0	0	8	_	_			
610	ⲓⲥϫⲉⲛ	CONJ	ⲓⲥϫⲉⲛ	ϫⲓⲛ	ϫⲓⲛ	C7232	from, since	0	0	0	0	0	8	_	_			
612	ⲙⲙⲓⲛⲙⲙⲟ	IMOD	ⲙⲙⲓⲛⲙⲙⲟ	ⲙⲙⲓⲛⲙⲙⲟ	ⲙⲙⲓⲛⲙⲙⲟ	C1896		0	0	0	0	0	8	_	_			
613	ⲣⲟⲩϩⲓ	N	ⲣⲟⲩϩⲓ	ⲣⲟⲩϩⲉ	ⲣⲟⲩϩⲉ	C3235	evening	1	1	1	1	1	8	310b	evening (εσπερα, οψε) adverbial, at evening			
614	ϣⲱⲡ	N	ϣⲟⲡ	ϣⲟⲡ	ϣⲟⲡ	C5969,C5970	palm, handbreath	0	1	1	1	0.75	8	576b	moment, instant, c ϩⲛⲟⲩ- suddenly (εν ατοιμω, προς μιαν ροπην, αφνω) as adj			
615	ϧⲁⲉ	N	ϧⲁⲉ	ϩⲁⲉ	ϩⲁⲉ	C6339,C6338,C6340	last thing, end	1	1	1	1	1	8	635a	properly adj, so, last thing, end (εσχατος) adj, last ― before nn ― after nn			
616	ϩⲱϯ	N	ϩⲱϯ	ϩⲱϯ	ϩⲱϯ	C6914	necessity	1	1	1	0	0.75	8	722b	necessity, as impers vb it is needful (δειν)			
617	ⲫⲱⲣϫ	N	ⲫⲱⲣϫ	ⲡⲱⲣϣ	ⲡⲱⲣϣ	C2896,C2895	spread	0	0	0	0	0	8	_	_			
618	ⲧⲟⲩⲃⲟ	N	ⲧⲟⲩⲃⲟ	ⲧⲃⲃⲟ	ⲧⲃⲃⲟ	C4099,C4100	pure, purity	0	0	0	0	0	8	_	_			
619	ⲥⲩⲛⲏⲇⲉⲥⲓⲥ	N	ⲥⲩⲛⲏⲇⲉⲥⲓⲥ	ⲥⲩⲛⲉⲓⲇⲏⲥⲓⲥ	ⲥⲩⲛⲉⲓⲇⲏⲥⲓⲥ	C10617	knowledge, expertise	0	0	0	0	0	8	_	_			
620	ⲣⲱⲓⲥ	N	ⲣⲱⲓⲥ	ⲣⲟⲉⲓⲥ	ⲣⲟⲉⲓⲥ	C3060,C3058	watch, guard	0	0	0	0	0	8	_	_			
623	ⲫⲱⲧ	N	ⲫⲱⲧ	ⲡⲱⲧ	ⲡⲱⲧ	C2925,C2928	run, flee	0	0	0	0	0	8	_	_			
624	ⲍ	NUM	ⲍ	ⲍ	ⲍ	C779	num. seven	0	0	0	0	0	8	_	_			
625	ⲛⲉⲛ	PPOS	ⲡⲉⲛ	ⲡⲉⲛ	ⲛⲉⲛ	MISSING		0	0	1	1	0.5	8	258b	definite article			
626	ⲛⲉⲕ	PPOS	ⲡⲉⲕ	ⲡⲉⲕ	ⲛⲉⲕ	MISSING		0	0	0	0	0	8	_	_			
628	ⲓⲥϫⲉⲛ	PREP	ⲓⲥϫⲉⲛ	ϫⲓⲛ	ϫⲓⲛ	C7233,C7232	from, since; while, since	1	0	1	1	0.75	8	772b	from (starting from), since ― before nn ― before vb prefixed other prep with nn intervening, from ... to ― or advb ―― ⲉⲃⲟⲗ, from ... outward ―― ⲉϩⲣⲁⲓ ―― ⲉⲡⲉⲥⲏⲧ S, ⲉϧⲣⲏⲓ B, downward preceded by other prep			
629	ⲉⲗ	V	ⲱⲗⲓ	ⲱⲗ	ⲱⲗ	C5445	hold, contain, enclose	1	1	1	1	1	8	520a	(intransitive) (mostly S) ― hold, contain, enclose (χωρειν) ― gather in harvest (αμαν) (transitive) (mostly B), take, lay hold of, gather (αιρειν, αναιρειν)			
630	ⲕⲱⲣϥ	V	ⲕⲱⲣϥ	ⲕⲱⲣϥ	ⲕⲱⲣϥ	C1336	bring to naught, cancel, destroy	1	1	1	1	1	8	118a	(transitive) bring to naught, cancel, destroy (καταργειν, λυειν) (intransitive) be idle, deficient (αργος ισταναι)			
632	ⲫⲱⲧ	V	ⲫⲱⲧ	ⲡⲱⲧ	ⲡⲱⲧ	C2925	run, flee, go	1	1	1	1	1	8	274a	(intransitive) ― run, flee, go (φευγειν, τρεχειν) ― with ethic dat, depart ― with cogn acc			
633	ⲣⲱⲓⲥ	V	ⲣⲱⲓⲥ	ⲣⲟⲉⲓⲥ	ⲣⲟⲉⲓⲥ	C3058	be awake, watch	1	1	1	1	1	8	300b	(intransitive) be awake, watch (γρηγορειν, αγρυπνειν, εκνηφειν) (transitive) S (rare), keep, observe			
634	ⲣⲁϣⲓ	V	ⲣⲁϣⲓ	ⲣⲱϣⲉ	ⲣⲱϣⲉ	C3224	suffice	0	1	1	1	0.75	8	309a	(intransitive) ― suffice (αρκειν) ― be concerned, responsible (transitive) S,A,B,F, suffice, content			
635	ⲥⲙⲟⲩ	V	ⲥⲙⲟⲩ	ⲥⲙⲟⲩ	ⲥⲙⲟⲩ	C3519	bless, praise, thank	1	1	1	1	1	8	335a	(intransitive) bless, praise (ευλογειν, αινειν)			
636	ⲧⲟⲩⲃⲟ	V	ⲧⲟⲩⲃⲟ	ⲧⲟⲩⲟ	ⲧⲟⲩⲟ	C4617	show, teach	1	1	1	1	1	8	443b	(transitive) ― show, teach (δεικνυναι, διδασκειν) ― send (πεμπειν) hence ? send forth rays, light (εξαστραπτειν) (intransitive) learn (δεχεσθαι, μανθανειν)			
637	ⲧⲱⲃϩ	V	ⲧⲱⲃϩ	ⲧⲱⲃϩ	ⲧⲱⲃϩ	C4143,C4144	pray, entreat	1	1	1	1	1	8	402a	(intransitive) pray, entreat (ευχεσθαι, δεισθαι) (transitive) entreat, console			
638	ϣⲱⲡ	V	ϣⲱⲡ	ϣⲱⲡ	ϣⲱⲡ	C5971,C5975	receive, take	1	1	1	1	1	8	574b	(intransitive) ― receive, contain, take, suffer (αναλαμβανειν, χωρειν, πασχειν, δεχεσθαι) ― buy (αγοραζειν, κτασθαι) (qualitative) acceptable (δεκτος) p c sA,B, receiver			
639	ϣⲉⲡ	V	ϣⲱⲡ	ϣⲱⲡ	ϣⲉⲡ	C5971,C5975	receive, take	1	1	1	1	1	8	574b	(intransitive) ― receive, contain, take, suffer (αναλαμβανειν, χωρειν, πασχειν, δεχεσθαι) ― buy (αγοραζειν, κτασθαι) (qualitative) acceptable (δεκτος) p c sA,B, receiver			
640	ϧⲟⲑⲃ	V	ϧⲱⲧⲉⲃ	ϩⲱⲧⲃ	ϩⲟⲧⲃ	C6925,C6924	kill; slaughter, murder	1	1	1	1	1	8	723b	(intransitive) kill (αποκτεινειν, θανατουν) (transitive) (αποκτεινειν, θανατουν, αναιρειν)			
642	ⲉⲣϣⲟⲣⲡ	V	ⲉⲣϣⲟⲣⲡ	ⲣϣⲟⲣⲡ	ⲣϣⲟⲣⲡ	C6062	be first	0	0	0	0	0	8	_	_			
