tla	cop	egy_num	egy_lemma	demo_num	demo_lemma	english	german	tla_link	tla_link_d	MT
C5852	ϣⲗⲟϥ	156220	šnrf	dm1426	ẖlf	to be dishevelled (Sem. loan word)	in Unordnung geraten; sich sträuben	https://thesaurus-linguae-aegyptiae.de/lemma/156220	https://thesaurus-linguae-aegyptiae.de/lemma/dm1426	0
C5853	ϣⲗϩ	156850	šrḥ	d6127	šlḥ(e)	[a kind of wood]	[ein rotes Holz]	https://thesaurus-linguae-aegyptiae.de/lemma/156850	https://thesaurus-linguae-aegyptiae.de/lemma/d6127	0
C5854	ϣⲗϩ	156850	šrḥ	d6127	šlḥ(e)	[a kind of wood]	[ein rotes Holz]	https://thesaurus-linguae-aegyptiae.de/lemma/156850	https://thesaurus-linguae-aegyptiae.de/lemma/d6127	0
C5855	ϣⲗⲉϩ	860883	srḥ.w	NA	NA	Streams (?)	Bäche (?)	https://thesaurus-linguae-aegyptiae.de/lemma/860883	_	1
C5859	ϣⲗⲁϩ	NA	NA	d6126	šlḥ	[to frighten (?)]	erschrecken(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6126	0
C5863	ϣⲱⲗϭ	139770	srq	NA	NA	to open; to make inhale	atmen lassen; atmen; öffnen	https://thesaurus-linguae-aegyptiae.de/lemma/139770	_	0
C5864	ϣⲗⲓϭ	NA	NA	dm123	šlṱe.t	[to open]	Stock	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm123	0
C5865	ϣⲗϭⲟⲙ	NA	NA	d6129	šlgm	[rapeseed]	Raps	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6129	0
C5866	ϣⲗϭⲟⲙ	NA	NA	d6129	šlgm	[rapeseed]	Raps	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6129	0
C5869	ϣⲏⲙ	116910	ḫm	d4499	ḫm	to not know; to be ignorant of	nicht wissen; negieren	https://thesaurus-linguae-aegyptiae.de/lemma/116910	https://thesaurus-linguae-aegyptiae.de/lemma/d4499	0
C5875	ϣⲏⲙ	144990	sšm	dm509	šm	guidance; state of affairs; conduct	Leitung; Anweisung; Verhalten	https://thesaurus-linguae-aegyptiae.de/lemma/144990	https://thesaurus-linguae-aegyptiae.de/lemma/dm509	0
C5878	ϣⲟⲉⲓⲙ	154450	šmw	dm8108	šm	movements	der Gang; das Gehen	https://thesaurus-linguae-aegyptiae.de/lemma/154450	https://thesaurus-linguae-aegyptiae.de/lemma/dm8108	0
C5879	ϣⲓⲙⲉ	154400	šm.t	NA	NA	walking; gait; business	Schritt; Gang; Geschäft	https://thesaurus-linguae-aegyptiae.de/lemma/154400	_	0
C5880	ϣⲟⲙ	856309	šm	d5998	šm	father-in-law	Schwiegervater	https://thesaurus-linguae-aegyptiae.de/lemma/856309	https://thesaurus-linguae-aegyptiae.de/lemma/d5998	1
C5881	ϣⲱⲙⲉ	154440	šm.t	d6011	šm(.t)	in-law	Schwiegermutter	https://thesaurus-linguae-aegyptiae.de/lemma/154440	https://thesaurus-linguae-aegyptiae.de/lemma/d6011	0
C5882	ϣⲱⲙ	151800	šꜣm.w	NA	NA	soiled linen	schmutzige Wäsche	https://thesaurus-linguae-aegyptiae.de/lemma/151800	_	0
C5883	ϣⲱⲙ	154850	šm.w	d5995	šmw	shemu-season (summer)	Schemu-Jahreszeit; Sommerzeit	https://thesaurus-linguae-aegyptiae.de/lemma/154850	https://thesaurus-linguae-aegyptiae.de/lemma/d5995	0
C5887	ϣⲱⲱⲙⲉ	30870	jḫm.t	NA	NA	bank (of a river, of a fortress)	Ufer	https://thesaurus-linguae-aegyptiae.de/lemma/30870	_	0
C5888	ϣⲙⲁ	154710	šmꜥ	d6025	šmꜥ	to be slender	schmal sein	https://thesaurus-linguae-aegyptiae.de/lemma/154710	https://thesaurus-linguae-aegyptiae.de/lemma/d6025	0
C5890	ϣⲱⲱⲙⲉ	154720	šmꜥ	NA	NA	spare; slender	dünn	https://thesaurus-linguae-aegyptiae.de/lemma/154720	_	0
C5891	ϣⲙⲟⲩ	154650	šm.yt	d6032	šmw.t	stake; palisade	Pfahl	https://thesaurus-linguae-aegyptiae.de/lemma/154650	https://thesaurus-linguae-aegyptiae.de/lemma/d6032	0
C5893	ϣⲙⲙⲟ	154570	šmꜣ	d6024	šmꜥ(ꜣ)	foreigner (i.e., a non-Egyptian); wanderer	Landfremder; Wanderer; Vagabund; Nomade	https://thesaurus-linguae-aegyptiae.de/lemma/154570	https://thesaurus-linguae-aegyptiae.de/lemma/d6024	0
C5895	ϣⲙⲙⲟ	NA	NA	d6024	šmꜥ(ꜣ)	[to roam, wander]	fremd; Fremdling; das Fremde; [eine Einkunft]	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6024	0
C5903	ϣⲙⲟⲩⲛ	117240	ḫmn	NA	NA	eight	acht	https://thesaurus-linguae-aegyptiae.de/lemma/117240	_	0
C5905	ϣⲟⲙⲛⲧ	117280	ḫmt.w	d4512	ḫmt	three	drei	https://thesaurus-linguae-aegyptiae.de/lemma/117280	https://thesaurus-linguae-aegyptiae.de/lemma/d4512	1
C5909	ϣⲙϣⲉ	155000	šms	d6042	šms(j)	to follow; to accompany; to bring	folgen; geleiten; herbeibringen	https://thesaurus-linguae-aegyptiae.de/lemma/155000	https://thesaurus-linguae-aegyptiae.de/lemma/d6042	0
C5915	ϣⲙϣⲏϭⲉ	NA	NA	d6045	šmšeke	[to hiss]	zischen, pfeifen, flüstern	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6045	0
C5917	ϣⲏⲛ	155240	šn	d6050	šn	tree (gen.)	Baum	https://thesaurus-linguae-aegyptiae.de/lemma/155240	https://thesaurus-linguae-aegyptiae.de/lemma/d6050	0
C5920	ϣⲱⲛ	156020	šn.wt	NA	NA	inflorescence of the date palm (?)	Blütenstand der Dattelpalmen (?)	https://thesaurus-linguae-aegyptiae.de/lemma/156020	_	1
C5922	ϣⲓⲛⲉ	854559	šni̯	d6054	šn	ask; examine; review; examine; recite; discuss; conjure	fragen; untersuchen; durchsehen; prüfen; rezitieren; besprechen; beschwören	https://thesaurus-linguae-aegyptiae.de/lemma/854559	https://thesaurus-linguae-aegyptiae.de/lemma/d6054	1
C5936	ϣⲱⲛⲉ	155480	šni̯	d6055	šn(j)	to suffer	leiden	https://thesaurus-linguae-aegyptiae.de/lemma/155480	https://thesaurus-linguae-aegyptiae.de/lemma/d6055	0
C5940	ϣⲱⲱⲛⲉ	854560	šnꜥ	d6071	šnꜥ	to hold back; to hold back; to be shy (of fish)	abhalten; zurückhalten; scheu sein (von Fischen)	https://thesaurus-linguae-aegyptiae.de/lemma/854560	https://thesaurus-linguae-aegyptiae.de/lemma/d6071	1
C5943	ϣⲛⲁ	155880	šnꜥ.w	d6072	šnꜥ	[a plant (med.)]	[Pflanze (offizinell)]	https://thesaurus-linguae-aegyptiae.de/lemma/155880	https://thesaurus-linguae-aegyptiae.de/lemma/d6072	0
C5945	ϣⲛⲉ	155940	šn.w	d6060	šne	net(s)	Netz	https://thesaurus-linguae-aegyptiae.de/lemma/155940	https://thesaurus-linguae-aegyptiae.de/lemma/d6060	0
C5947	ϣⲛⲏ	156000	šn.wj	d6062	šn(.t)	tree garden	Baumgarten; Plantage	https://thesaurus-linguae-aegyptiae.de/lemma/156000	https://thesaurus-linguae-aegyptiae.de/lemma/d6062	0
C5948	ϣⲛⲥ	850993	sšr.w-nswt	d6146	šs-(n-)nsw	royal linen	Königsleinen	https://thesaurus-linguae-aegyptiae.de/lemma/850993	https://thesaurus-linguae-aegyptiae.de/lemma/d6146	0
C5949	ϣⲉⲛⲏⲧ	156470	šnṯ.y	NA	NA	enemy; foe	Götterfeind; Feind; Streitsüchtiger	https://thesaurus-linguae-aegyptiae.de/lemma/156470	_	0
C5950	ϣⲱⲛⲧ	119430	ḫnd	d8443	ḫnd	to tread	treten; gehen	https://thesaurus-linguae-aegyptiae.de/lemma/119430	https://thesaurus-linguae-aegyptiae.de/lemma/d8443	0
C5951	ϣⲟⲛⲧⲉ	NA	NA	d8253	ḫnṱṱ	[to tread, step]	geflochtener Gegenstand; Flechtwerk (?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d8253	0
C5953	ϣⲱⲛⲧ	156400	šnṯ	d4545	ḫnṱ(e)	to revile; to oppose; to punish	streiten; kämpfen; schmähen	https://thesaurus-linguae-aegyptiae.de/lemma/156400	https://thesaurus-linguae-aegyptiae.de/lemma/d4545	0
C5957	ϣⲟⲛⲧⲉ	156510	šnḏ.t	d6087	šnt(e).t	acacia	Dornakazie (Nilakazie)	https://thesaurus-linguae-aegyptiae.de/lemma/156510	https://thesaurus-linguae-aegyptiae.de/lemma/d6087	0
C5959	ϣⲛⲧⲱ	156540	šnḏ.wt	d6086	šnt	king's kilt; kilt (gen.)	Schurz (allg.); Königsschurz; Maßeinheit (für Stoff)	https://thesaurus-linguae-aegyptiae.de/lemma/156540	https://thesaurus-linguae-aegyptiae.de/lemma/d6086	0
C5961	ϣⲛⲟϣ	118730	ḫnš	d4535	ḫnš	to stink	stinken	https://thesaurus-linguae-aegyptiae.de/lemma/118730	https://thesaurus-linguae-aegyptiae.de/lemma/d4535	0
C5962	ϣⲛⲟϣ	118730	ḫnš	d4535	ḫnš	to stink	stinken	https://thesaurus-linguae-aegyptiae.de/lemma/118730	https://thesaurus-linguae-aegyptiae.de/lemma/d4535	0
C5964	ϣⲱⲛϥ	153490	šbn	d5926	šbn	to mix; to mingle	mischen; sich mischen (unter)	https://thesaurus-linguae-aegyptiae.de/lemma/153490	https://thesaurus-linguae-aegyptiae.de/lemma/d5926	0
C5966	ϣⲛϥⲉ	156140	šnf.t	d4526	ḫnfj	scale (of a fish)	Schuppe	https://thesaurus-linguae-aegyptiae.de/lemma/156140	https://thesaurus-linguae-aegyptiae.de/lemma/d4526	0
C5967	ϣⲁⲡ	153640	šp	d5942	šp	honorary award	Ehrenpreis	https://thesaurus-linguae-aegyptiae.de/lemma/153640	https://thesaurus-linguae-aegyptiae.de/lemma/d5942	1
C5969	ϣⲟⲡ	157200	šzp	d6148	šsp	palm (measure of length)	Handbreite (Längenmaß); Handfläche	https://thesaurus-linguae-aegyptiae.de/lemma/157200	https://thesaurus-linguae-aegyptiae.de/lemma/d6148	0
C5971	ϣⲱⲡ	157160	šzp	d5935	šsp	to receive; to take possession of	empfangen; ergreifen	https://thesaurus-linguae-aegyptiae.de/lemma/157160	https://thesaurus-linguae-aegyptiae.de/lemma/d5935	0
C5981	ϣⲱⲡ	153370	šby.w	d5941	šp	shebyu-necklace	Halsband; Schmuckstück	https://thesaurus-linguae-aegyptiae.de/lemma/153370	https://thesaurus-linguae-aegyptiae.de/lemma/d5941	0
C5982	ϣⲱⲡ	144860	sšp	d5939	šp	light	Licht	https://thesaurus-linguae-aegyptiae.de/lemma/144860	https://thesaurus-linguae-aegyptiae.de/lemma/d5939	0
C5986	ϣⲓⲡⲉ	153970	špt	d5943	šp(j)	to be angry	ärgerlich sein	https://thesaurus-linguae-aegyptiae.de/lemma/153970	https://thesaurus-linguae-aegyptiae.de/lemma/d5943	0
C5995	ϣⲱⲡⲉ	854383	ḫpr	d4467	ḫpr	create; arise	erschaffen; entstehen	https://thesaurus-linguae-aegyptiae.de/lemma/854383	https://thesaurus-linguae-aegyptiae.de/lemma/d4467	1
C6002	ϣⲱⲡⲉ	144920	sšp.t	d5958	špj	[a melon]; cucumber (?)	Chate (eine Melone); Gurke (?)	https://thesaurus-linguae-aegyptiae.de/lemma/144920	https://thesaurus-linguae-aegyptiae.de/lemma/d5958	0
C6003	ϣⲱⲡⲉ	144920	sšp.t	d5958	špj	[a melon]; cucumber (?)	Chate (eine Melone); Gurke (?)	https://thesaurus-linguae-aegyptiae.de/lemma/144920	https://thesaurus-linguae-aegyptiae.de/lemma/d5958	0
C6006	ϣⲡⲏⲣⲉ	116270	ḫpr.t	d4471	ḫprj(.t)	event (lit. that which happens); that which comes into being	Ereignis; Werdendes; Gewordenes	https://thesaurus-linguae-aegyptiae.de/lemma/116270	https://thesaurus-linguae-aegyptiae.de/lemma/d4471	0
C6007	ϣⲡⲏⲣⲉ	116270	ḫpr.t	d4471	ḫprj(.t)	event (lit. that which happens); that which comes into being	Ereignis; Werdendes; Gewordenes	https://thesaurus-linguae-aegyptiae.de/lemma/116270	https://thesaurus-linguae-aegyptiae.de/lemma/d4471	0
C6011	ϣⲱⲡϣ	116430	ḫpš	d4473	ḫpš	foreleg; thigh	Vorderschenkel; Schenkel (allg.); Arm	https://thesaurus-linguae-aegyptiae.de/lemma/116430	https://thesaurus-linguae-aegyptiae.de/lemma/d4473	0
C6014	ϣⲁⲣ-	156570	šrr	NA	NA	to be little; to be meagre	klein sein	https://thesaurus-linguae-aegyptiae.de/lemma/156570	_	0
C6015	ϣⲁⲁⲣ	600161	ḫꜥr	d4437	ḫꜥr	thong	Lederstreifen	https://thesaurus-linguae-aegyptiae.de/lemma/600161	https://thesaurus-linguae-aegyptiae.de/lemma/d4437	0
C6019	ϣⲁⲁⲣ	152550	šꜥr	d5859	šꜥr	calculation; scheme; threat; promise (Sem. loan word)	Verheißung; Versprechung; Protest; Machenschaft	https://thesaurus-linguae-aegyptiae.de/lemma/152550	https://thesaurus-linguae-aegyptiae.de/lemma/d5859	0
C6024	ϣⲱⲣ	156670	šrj	NA	NA	to stop; to block up	versperren	https://thesaurus-linguae-aegyptiae.de/lemma/156670	_	0
C6025	ϣⲁⲣⲉ-	400037	ḫr	d4549	ḫr	[Formation element of verb forms]	[Bildungselement von Verbformen]	https://thesaurus-linguae-aegyptiae.de/lemma/400037	https://thesaurus-linguae-aegyptiae.de/lemma/d4549	1
C6026	ϣⲁⲁⲣⲉ	114890	ḫꜥr	d4435	ḫꜥr(j)	to rage	wütend werden; wütend sein; wüten	https://thesaurus-linguae-aegyptiae.de/lemma/114890	https://thesaurus-linguae-aegyptiae.de/lemma/d4435	0
C6030	ϣⲁⲓⲣⲉ	150820	sḏr.yt	d5761	sḏr.t	sleeping place; (state of being) bedridden; intercourse	Nachtlager; Bettlägerigkeit; Beischlaf	https://thesaurus-linguae-aegyptiae.de/lemma/150820	https://thesaurus-linguae-aegyptiae.de/lemma/d5761	0
C6032	ϣⲏⲣⲉ	156650	šrj	d6091	šr	child; son; lad	Kind; Sohn; Knabe	https://thesaurus-linguae-aegyptiae.de/lemma/156650	https://thesaurus-linguae-aegyptiae.de/lemma/d6091	0
C6033	ϣⲉⲉⲣⲉ	156680	šrj.t	d6093	šr(e).t	girl; daughter	Mädchen; Tochter	https://thesaurus-linguae-aegyptiae.de/lemma/156680	https://thesaurus-linguae-aegyptiae.de/lemma/d6093	0
C6043	ϣⲓⲣⲉ	156820	šrr	NA	NA	little	klein	https://thesaurus-linguae-aegyptiae.de/lemma/156820	_	0
C6047	ϣⲓⲣⲉ	156660	šrj	NA	NA	[a flower (?)]	[eine Pflanze]	https://thesaurus-linguae-aegyptiae.de/lemma/156660	_	0
C6055	ϣⲱⲣⲡ	120150	ḫrp	d4568	ḫrp	to govern; to control; to administer	leiten; beaufsichtigen	https://thesaurus-linguae-aegyptiae.de/lemma/120150	https://thesaurus-linguae-aegyptiae.de/lemma/d4568	0
C6058	ϣⲟⲣⲡ	NA	NA	dm1398	ḫrp	[to lead, direct]	Erstling, erster	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm1398	0
C6059	ϣⲟⲣⲡ	NA	NA	dm1398	ḫrp	[to lead, direct]	Erstling, erster	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm1398	0
C6064	ϣⲟⲣⲧ	120500	ḫrd	d4583	ḫrṱ	veils; thin cloth	Ballen (von Leinen); Maßeinheit (für Stoff)	https://thesaurus-linguae-aegyptiae.de/lemma/120500	https://thesaurus-linguae-aegyptiae.de/lemma/d4583	0
C6069	ϣⲟⲣϣⲣ	120420	ḫrḫr	d4574	ḫrḫr	to upset; to overturn	zerstören; ausschütten	https://thesaurus-linguae-aegyptiae.de/lemma/120420	https://thesaurus-linguae-aegyptiae.de/lemma/d4574	0
C6072	ϣⲱⲣϫ	883259	ḫrḏ	d4584	ḫrḏ	[teeth grinding]	Zähneknirschen	https://thesaurus-linguae-aegyptiae.de/lemma/883259	https://thesaurus-linguae-aegyptiae.de/lemma/d4584	0
C6074	ϣⲱⲥ	151930	Šꜣs.w	dm4353	šs	Shasu-beduin	Beduinen (in Syrien und Palästina)	https://thesaurus-linguae-aegyptiae.de/lemma/151930	https://thesaurus-linguae-aegyptiae.de/lemma/dm4353	0
C6077	ϣⲥⲛⲉ	142460	zḫn	d5528	sḫn(j)	random event	zufälliges Ereignis	https://thesaurus-linguae-aegyptiae.de/lemma/142460	https://thesaurus-linguae-aegyptiae.de/lemma/d5528	1
C6079	ϣⲥⲟⲟⲩ	176900	ṯz.w	NA	NA	Reprehensible	Tadelnswertes	https://thesaurus-linguae-aegyptiae.de/lemma/176900	_	1
C6080	ϣⲟⲉⲓⲧ	113800	ḫꜣt	d4426	ḫjṱ	to become ecstatic	rasen; in Verzückung sein	https://thesaurus-linguae-aegyptiae.de/lemma/113800	https://thesaurus-linguae-aegyptiae.de/lemma/d4426	0
C6082	ϣⲟⲧ	158470	šd	d6209	šd	cushion (of leather)	ledernes Kissen	https://thesaurus-linguae-aegyptiae.de/lemma/158470	https://thesaurus-linguae-aegyptiae.de/lemma/d6209	0
C6084	ϣⲱⲧ	153090	šwy.tj	d5897	šwṱ	merchant; trader	Händler; Kaufmann	https://thesaurus-linguae-aegyptiae.de/lemma/153090	https://thesaurus-linguae-aegyptiae.de/lemma/d5897	0
C6089	ϣⲱⲱⲧ	450452	šꜥḏ	d5872	šꜥd(.ṱ)	to cut off	abschneiden	https://thesaurus-linguae-aegyptiae.de/lemma/450452	https://thesaurus-linguae-aegyptiae.de/lemma/d5872	0
C6094	ϣⲁⲁⲧⲉ	NA	NA	d5875	šꜥd.ṱ.t	[to cut]	Stück, Teil, Abgeschnittenes; Rest	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5875	0
C6095	ϣⲁⲁⲧⲥ	NA	NA	d5871	šꜥd.ṱ=s	piece, part; wound; trench	Stück, Teil; Wunde; Graben	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5871	1
C6099	ϣⲓⲧⲉ	854561	šdi̯	dm783	šdj	take; take out; remove; offer (gifts); dig; hollow out; save; read (something); recite; nurture; raise	nehmen; herausnehmen; entfernen; (Gaben) darbringen; graben; aushöhlen; retten; (etwas) lesen; rezitieren; säugen; aufziehen	https://thesaurus-linguae-aegyptiae.de/lemma/854561	https://thesaurus-linguae-aegyptiae.de/lemma/dm783	1
C6101	ϣⲱⲧⲉ	158600	šd.t	d6221	šdj(.t)	well; water hole	Wasserloch; Brunnen; Graben	https://thesaurus-linguae-aegyptiae.de/lemma/158600	https://thesaurus-linguae-aegyptiae.de/lemma/d6221	0
C6102	ϣⲱⲧⲉ	158970	šḏ.t	NA	NA	[bread dough]	[ein Teig (beim Brotbacken)]	https://thesaurus-linguae-aegyptiae.de/lemma/158970	_	0
C6104	ϣⲧⲉ	121460	ḫt-ṯꜣw	d4612	ḫt-ṯꜣw	mast	Mastbaum	https://thesaurus-linguae-aegyptiae.de/lemma/121460	https://thesaurus-linguae-aegyptiae.de/lemma/d4612	0
C6107	ϣⲱⲧⲃ	158290	štb	NA	NA	to shut in; to enclose	einschließen; verschließen	https://thesaurus-linguae-aegyptiae.de/lemma/158290	_	0
C6108	ϣⲧⲟⲃ	158300	štb	NA	NA	crate (?) (for fowl)	Käfig (für Geflügel)	https://thesaurus-linguae-aegyptiae.de/lemma/158300	_	0
C6109	ϣⲧⲉⲕⲟ	NA	NA	d6237	štq(j)	Jail	Gefängnis	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6237	1
C6112	ϣⲱⲧⲙ	121710	ḫtm	d4633	ḫtm	to seal; to put a seal on	siegeln; verschließen; umschließen	https://thesaurus-linguae-aegyptiae.de/lemma/121710	https://thesaurus-linguae-aegyptiae.de/lemma/d4633	0
C6113	ϣⲧⲁⲙ	121710	ḫtm	d4633	ḫtm	to seal; to put a seal on	siegeln; verschließen; umschließen	https://thesaurus-linguae-aegyptiae.de/lemma/121710	https://thesaurus-linguae-aegyptiae.de/lemma/d4633	0
C6114	ϣⲧⲟⲙ	121730	ḫtm	d4634	ḫtm	fastener (seal, lock)	Verschluss	https://thesaurus-linguae-aegyptiae.de/lemma/121730	https://thesaurus-linguae-aegyptiae.de/lemma/d4634	0
C6118	ϣⲧⲏⲛ	NA	NA	dm3481	gtwn	tunic [Greek: chitôn]	Tunika [griech. chitôn]	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm3481	1
C6128	ϣⲏⲧⲥ	158140	štꜣ-s.t	NA	NA	sacred ground	heiliger Ort	https://thesaurus-linguae-aegyptiae.de/lemma/158140	_	0
C6129	ϣϯⲧ	143190	sḫt.j	d5539	sḫt(.ṱ)	weaver	Weber	https://thesaurus-linguae-aegyptiae.de/lemma/143190	https://thesaurus-linguae-aegyptiae.de/lemma/d5539	0
C6130	ϣⲧⲟⲩⲏⲧ	884702	štwt	d6241	šṱwṱ	[accusation, charge]	Anklage	https://thesaurus-linguae-aegyptiae.de/lemma/884702	https://thesaurus-linguae-aegyptiae.de/lemma/d6241	0
C6131	ϣⲟⲧϣⲧ	NA	NA	d6236	štšt	[to scratch, carve; to rub]	reißen(?); angreifen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6236	0
C6133	ϣⲁⲩ	151310	šꜣ.w	d5877	šw	weight; worth	Gewicht; Wert	https://thesaurus-linguae-aegyptiae.de/lemma/151310	https://thesaurus-linguae-aegyptiae.de/lemma/d5877	0
C6134	ϣⲁⲩ	151560	šꜣ.w	d5876	š(w)	worth; suitable	wert; geeignet	https://thesaurus-linguae-aegyptiae.de/lemma/151560	https://thesaurus-linguae-aegyptiae.de/lemma/d5876	0
C6139	ϣⲁⲩ	151560	šꜣ.w	d5876	š(w)	worth; suitable	wert; geeignet	https://thesaurus-linguae-aegyptiae.de/lemma/151560	https://thesaurus-linguae-aegyptiae.de/lemma/d5876	0
C6140	ϣⲟⲩ-	151560	šꜣ.w	d5876	š(w)	worth; suitable	wert; geeignet	https://thesaurus-linguae-aegyptiae.de/lemma/151560	https://thesaurus-linguae-aegyptiae.de/lemma/d5876	0
C6141	ϣⲁⲩ	151310	šꜣ.w	d5877	šw	weight; worth	Gewicht; Wert	https://thesaurus-linguae-aegyptiae.de/lemma/151310	https://thesaurus-linguae-aegyptiae.de/lemma/d5877	0
C6142	ϣⲁⲩ	151120	šꜣ	NA	NA	tree (gen.); vine(s)	Baum (allg. Bez.); Weinstock	https://thesaurus-linguae-aegyptiae.de/lemma/151120	_	0
C6145	ⲛϣⲟⲩ	152670	šwi̯	NA	NA	to be empty; to be devoid of	leer sein	https://thesaurus-linguae-aegyptiae.de/lemma/152670	_	0
C6146	ϣⲟⲟⲩ	113330	ḫꜣ.w	d4447	ḫw(j)	ingredients (plants; flowers)	Spezereien (bes. für Opfer); Weihrauch; Duft	https://thesaurus-linguae-aegyptiae.de/lemma/113330	https://thesaurus-linguae-aegyptiae.de/lemma/d4447	0
C6148	ϣⲏⲩⲉ	113720	ḫꜣw.t	d4444	ḫwj	altar	Opferplatte; Altar	https://thesaurus-linguae-aegyptiae.de/lemma/113720	https://thesaurus-linguae-aegyptiae.de/lemma/d4444	0
C6149	ϣⲟⲟⲩⲉ	152720	šwi̯	d5884	šw	to dry; to be dry	trocken sein; austrocknen	https://thesaurus-linguae-aegyptiae.de/lemma/152720	https://thesaurus-linguae-aegyptiae.de/lemma/d5884	0
C6150	ϣⲟⲩⲟ	144810	sšwi̯	NA	NA	to empty	leer machen	https://thesaurus-linguae-aegyptiae.de/lemma/144810	_	0
C6154	ϣⲟⲩⲏⲃ	153110	šwb	d5903	šwꜣb(ꜣ.t)	persea tree	Perseabaum; Perseasbaumfrüchte	https://thesaurus-linguae-aegyptiae.de/lemma/153110	https://thesaurus-linguae-aegyptiae.de/lemma/d5903	0
C6155	ϣⲟⲩⲱⲃⲉ	153410	šbb	NA	NA	reed (for inhaling) (med.)	Röhre	https://thesaurus-linguae-aegyptiae.de/lemma/153410	_	0
C6156	ϣⲟⲩⲣⲏ	NA	NA	dm3643	ḫwj-rꜥ	altar	Altar	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm3643	1
C6157	ϣⲟⲩⲥⲟⲟⲩϣⲉ	NA	NA	d5155	swšj	burnt offering	Brandopfer	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5155	1
C6161	ϣⲟⲩϣⲟⲩ	129260	sꜥšꜣ	d5864	šꜥš	to make numerous; to multiply	zahlreich machen; vermehren	https://thesaurus-linguae-aegyptiae.de/lemma/129260	https://thesaurus-linguae-aegyptiae.de/lemma/d5864	0
C6168	ϣⲟⲉⲓϣ	NA	NA	d5856	šꜥjḫ	[to winnow]	Staub (= šjḫ)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5856	0
C6169	ϣⲟϣ	157080	šsꜣ	dm498	šš	bubalis antilope	Kuhantilope	https://thesaurus-linguae-aegyptiae.de/lemma/157080	https://thesaurus-linguae-aegyptiae.de/lemma/dm498	0
C6170	ϣⲟϣ	157080	šsꜣ	dm498	šš	bubalis antilope	Kuhantilope	https://thesaurus-linguae-aegyptiae.de/lemma/157080	https://thesaurus-linguae-aegyptiae.de/lemma/dm498	0
C6172	ϣⲱϣ	114220	ḫꜣḫꜣ	d6151	šš(e)	to winnow, to scatter	worfeln; zerstreuen	https://thesaurus-linguae-aegyptiae.de/lemma/114220	https://thesaurus-linguae-aegyptiae.de/lemma/d6151	0
C6173	ϣⲱϣ	120530	ḫḫ	NA	NA	to weigh	nivellieren (mit Setzwage)	https://thesaurus-linguae-aegyptiae.de/lemma/120530	_	0
C6175	ϣⲱϣ	157750	šš	d6152	šš	(ropes) turn	(Stricke) drehen	https://thesaurus-linguae-aegyptiae.de/lemma/157750	https://thesaurus-linguae-aegyptiae.de/lemma/d6152	1
C6176	ϣⲁϣϥ	450465	ḫsf	NA	NA	to spin (yarn)	spinnen	https://thesaurus-linguae-aegyptiae.de/lemma/450465	_	0
C6183	ϣⲟⲩϣⲧ	145880	sšd	d6163	ššt(e)	window	Fenster	https://thesaurus-linguae-aegyptiae.de/lemma/145880	https://thesaurus-linguae-aegyptiae.de/lemma/d6163	0
C6185	ϣⲟϣⲟⲩ	NA	NA	d6154	ššw	[jug]	Krug	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6154	0
C6188	ϣⲁϥ	116620	ḫfꜣꜣ.t	d4483	ḫfꜣ	riverbank	Ufer	https://thesaurus-linguae-aegyptiae.de/lemma/116620	https://thesaurus-linguae-aegyptiae.de/lemma/d4483	0
C6189	ϣⲱϥ	63970	fḫ	d4480	ḫf	to loosen; to leave	(sich) lösen; fortbewegen; zerstören; aufhören (zu tun)	https://thesaurus-linguae-aegyptiae.de/lemma/63970	https://thesaurus-linguae-aegyptiae.de/lemma/d4480	0
C6191	ϣⲁϥⲉ	878858	ḫꜣf.t	NA	NA	hill	Hügel	https://thesaurus-linguae-aegyptiae.de/lemma/878858	_	0
C6192	ϣⲱⲱϥⲉ	NA	NA	d5979	šfꜥ	[to fight]	verarmen, elend sein	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5979	0
C6193	ϣⲁϥⲉ	154160	šfu̯	NA	NA	to swell; to be swollen	anschwellen; geschwollen sein	https://thesaurus-linguae-aegyptiae.de/lemma/154160	_	0
C6196	ϣϥⲱ	NA	NA	d5514	sḫfꜣ.t	[to record]	Fabel, Erzählung	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5514	0
